target_date_et,best_lead_hours,forecast_temp_f,observed_max_f,abs_error_f,forecast_stability
2025-01-01,21.0,79.97000000000006,80.06,0.08999999999994657,STABLE
2025-01-02,16.0,76.91000000000008,78.08,1.1699999999999164,STABLE
2025-01-03,32.0,76.01000000000008,75.92,0.09000000000007446,STABLE
2025-01-04,36.0,72.05,71.06,0.9899999999999949,STABLE
2025-01-05,36.0,74.03000000000004,75.02,0.9899999999999523,STABLE
2025-01-06,36.0,79.07000000000006,78.98,0.09000000000006025,STABLE
2025-01-07,36.0,65.93000000000004,71.06,5.129999999999967,STABLE
2025-01-08,15.0,70.07000000000006,69.98,0.09000000000006025,MIXED
2025-01-09,21.0,65.93000000000004,66.02,0.08999999999996078,STABLE
2025-01-10,25.0,72.05,71.96,0.09000000000000341,STABLE
2025-01-11,15.0,77.99000000000002,75.92,2.0700000000000216,UNSTABLE
2025-01-12,36.0,74.93000000000004,73.94,0.9900000000000375,STABLE
2025-01-13,36.0,77.99000000000002,78.08,0.08999999999997499,MIXED
2025-01-14,9.0,74.93000000000004,73.94,0.9900000000000375,UNSTABLE
2025-01-15,33.0,74.93000000000004,75.02,0.08999999999996078,STABLE
2025-01-16,36.0,72.95,73.04,0.09000000000000341,STABLE
2025-01-17,25.0,72.05,71.96,0.09000000000000341,MIXED
2025-01-18,3.0,81.95,82.04,0.09000000000000341,MIXED
2025-01-19,9.0,83.93000000000004,84.02,0.08999999999996078,MIXED
2025-01-20,36.0,68.99000000000002,71.06,2.069999999999979,MIXED
2025-01-21,36.0,76.01000000000008,78.98,2.969999999999928,MIXED
2025-01-22,36.0,67.91000000000008,68.0,0.08999999999991815,UNSTABLE
2025-01-23,0.0,61.070000000000064,57.92,3.1500000000000625,UNSTABLE
2025-01-24,26.0,59.99000000000002,57.92,2.0700000000000216,MIXED
2025-01-25,9.0,72.05,71.96,0.09000000000000341,UNSTABLE
2025-01-26,33.0,72.95,75.02,2.069999999999993,STABLE
2025-01-27,30.0,76.01000000000008,78.08,2.069999999999922,STABLE
2025-01-28,16.0,77.99000000000002,78.08,0.08999999999997499,MIXED
2025-01-29,36.0,77.99000000000002,78.98,0.9899999999999807,MIXED
2025-01-30,25.0,77.99000000000002,78.08,0.08999999999997499,UNSTABLE
2025-01-31,30.0,77.99000000000002,78.08,0.08999999999997499,MIXED
2025-02-01,36.0,81.05,82.94,1.8900000000000006,STABLE
2025-02-02,4.0,81.95,82.04,0.09000000000000341,UNSTABLE
2025-02-03,16.0,81.05,80.96,0.09000000000000341,UNSTABLE
2025-02-04,16.0,81.05,82.04,0.9900000000000091,UNSTABLE
2025-02-05,36.0,79.97000000000006,80.06,0.08999999999994657,STABLE
2025-02-06,27.0,79.97000000000006,80.06,0.08999999999994657,MIXED
2025-02-07,36.0,81.05,80.96,0.09000000000000341,MIXED
2025-02-08,21.0,81.05,80.96,0.09000000000000341,MIXED
2025-02-09,22.0,81.95,82.04,0.09000000000000341,STABLE
2025-02-10,31.0,81.95,82.04,0.09000000000000341,STABLE
2025-02-11,36.0,79.97000000000006,80.96,0.989999999999938,MIXED
2025-02-12,30.0,81.05,80.96,0.09000000000000341,MIXED
2025-02-13,31.0,83.03000000000004,82.04,0.9900000000000375,UNSTABLE
2025-02-14,28.0,81.95,84.02,2.069999999999993,STABLE
2025-02-15,36.0,81.05,80.96,0.09000000000000341,STABLE
2025-02-16,16.0,85.01000000000008,84.91999999999999,0.09000000000008868,MIXED
2025-02-17,36.0,79.07000000000006,80.06,0.989999999999938,MIXED
2025-02-18,28.0,79.97000000000006,82.04,2.0699999999999505,STABLE
2025-02-19,36.0,83.03000000000004,82.94,0.09000000000004604,MIXED
2025-02-20,21.0,79.07000000000006,75.92,3.1500000000000625,STABLE
2025-02-21,15.0,74.03000000000004,73.94,0.09000000000004604,MIXED
2025-02-22,36.0,74.03000000000004,73.04,0.9900000000000375,STABLE
2025-02-23,36.0,77.99000000000002,78.08,0.08999999999997499,MIXED
2025-02-24,1.0,74.93000000000004,73.04,1.890000000000029,MIXED
2025-02-25,31.0,77.99000000000002,78.08,0.08999999999997499,MIXED
2025-02-26,9.0,79.07000000000006,80.06,0.989999999999938,UNSTABLE
2025-02-27,34.0,81.05,80.96,0.09000000000000341,MIXED
2025-02-28,19.0,79.97000000000006,80.06,0.08999999999994657,STABLE
2025-03-01,36.0,81.05,78.98,2.069999999999993,STABLE
2025-03-02,36.0,81.05,80.96,0.09000000000000341,STABLE
2025-03-03,36.0,77.99000000000002,78.08,0.08999999999997499,STABLE
2025-03-04,31.0,79.07000000000006,78.98,0.09000000000006025,STABLE
2025-03-05,36.0,83.93000000000004,82.4,1.5300000000000296,STABLE
2025-03-06,24.0,76.01000000000008,75.92,0.09000000000007446,MIXED
2025-03-07,31.0,76.91000000000008,75.92,0.9900000000000801,STABLE
2025-03-08,3.0,83.03000000000004,82.94,0.09000000000004604,MIXED
2025-03-09,36.0,86.99000000000002,87.08000000000001,0.0899999999999892,MIXED
2025-03-10,6.0,88.07000000000006,87.98,0.09000000000006025,UNSTABLE
2025-03-11,6.0,77.99000000000002,78.08,0.08999999999997499,MIXED
2025-03-12,36.0,79.97000000000006,80.06,0.08999999999994657,STABLE
2025-03-13,31.0,79.97000000000006,78.08,1.8900000000000574,MIXED
2025-03-14,36.0,81.95,82.04,0.09000000000000341,MIXED
2025-03-15,36.0,81.95,82.04,0.09000000000000341,MIXED
2025-03-16,20.0,85.01000000000008,84.91999999999999,0.09000000000008868,UNSTABLE
2025-03-17,36.0,79.07000000000006,78.98,0.09000000000006025,MIXED
2025-03-18,15.0,77.99000000000002,78.08,0.08999999999997499,MIXED
2025-03-19,36.0,79.97000000000006,80.06,0.08999999999994657,STABLE
2025-03-20,36.0,85.01000000000008,84.91999999999999,0.09000000000008868,STABLE
2025-03-21,36.0,74.03000000000004,75.02,0.9899999999999523,MIXED
2025-03-22,36.0,76.91000000000008,77.0,0.08999999999991815,STABLE
2025-03-23,36.0,77.99000000000002,78.08,0.08999999999997499,MIXED
2025-03-24,36.0,83.03000000000004,82.94,0.09000000000004604,STABLE
2025-03-25,23.0,85.01000000000008,84.91999999999999,0.09000000000008868,MIXED
2025-03-26,36.0,83.93000000000004,84.02,0.08999999999996078,MIXED
2025-03-27,13.0,81.05,82.94,1.8900000000000006,MIXED
2025-03-28,31.0,79.97000000000006,80.06,0.08999999999994657,UNSTABLE
2025-03-29,15.0,79.97000000000006,78.98,0.9900000000000517,MIXED
2025-03-30,14.0,81.05,80.06,0.9899999999999949,STABLE
2025-03-31,20.0,85.01000000000008,86.0,0.9899999999999238,MIXED
2025-04-01,15.0,86.99000000000002,87.08000000000001,0.0899999999999892,MIXED
2025-04-02,16.0,85.01000000000008,84.91999999999999,0.09000000000008868,MIXED
2025-04-03,36.0,85.01000000000008,84.91999999999999,0.09000000000008868,MIXED
2025-04-04,33.0,83.03000000000004,84.02,0.9899999999999523,MIXED
2025-04-05,29.0,83.93000000000004,84.02,0.08999999999996078,MIXED
2025-04-06,0.0,83.03000000000004,82.94,0.09000000000004604,MIXED
2025-04-07,24.0,85.01000000000008,84.91999999999999,0.09000000000008868,MIXED
2025-04-08,2.0,83.03000000000004,82.94,0.09000000000004604,UNSTABLE
2025-04-09,36.0,81.05,80.96,0.09000000000000341,STABLE
2025-04-10,36.0,81.05,80.96,0.09000000000000341,STABLE
2025-04-11,15.0,83.03000000000004,82.04,0.9900000000000375,STABLE
2025-04-12,36.0,81.95,80.96,0.9900000000000091,STABLE
2025-04-13,28.0,79.97000000000006,80.06,0.08999999999994657,MIXED
2025-04-14,36.0,81.05,80.06,0.9899999999999949,MIXED
2025-04-15,36.0,83.93000000000004,84.02,0.08999999999996078,MIXED
2025-04-16,36.0,83.93000000000004,84.02,0.08999999999996078,MIXED
2025-04-17,25.0,83.03000000000004,82.94,0.09000000000004604,MIXED
2025-04-18,36.0,81.05,82.04,0.9900000000000091,STABLE
2025-04-19,36.0,81.95,82.04,0.09000000000000341,STABLE
2025-04-20,36.0,83.03000000000004,82.94,0.09000000000004604,MIXED
2025-04-21,36.0,81.95,82.04,0.09000000000000341,STABLE
2025-04-22,13.0,81.95,82.04,0.09000000000000341,STABLE
2025-04-23,36.0,83.03000000000004,82.4,0.6300000000000381,MIXED
2025-04-24,27.0,83.03000000000004,82.94,0.09000000000004604,STABLE
2025-04-25,36.0,83.03000000000004,82.94,0.09000000000004604,MIXED
2025-04-26,36.0,83.93000000000004,84.02,0.08999999999996078,STABLE
2025-04-27,36.0,85.01000000000008,84.91999999999999,0.09000000000008868,STABLE
2025-04-28,36.0,83.93000000000004,84.02,0.08999999999996078,MIXED
2025-04-29,24.0,83.93000000000004,84.02,0.08999999999996078,MIXED
2025-04-30,0.0,81.95,82.04,0.09000000000000341,STABLE
2025-05-01,36.0,81.95,84.02,2.069999999999993,STABLE
2025-05-02,36.0,83.03000000000004,82.94,0.09000000000004604,STABLE
2025-05-03,36.0,83.93000000000004,82.04,1.890000000000029,STABLE
2025-05-04,15.0,85.01000000000008,82.94,2.0700000000000784,STABLE
2025-05-05,27.0,85.91000000000008,86.0,0.08999999999991815,UNSTABLE
2025-05-06,36.0,85.91000000000008,86.0,0.08999999999991815,STABLE
2025-05-07,36.0,85.01000000000008,84.91999999999999,0.09000000000008868,STABLE
2025-05-08,36.0,85.91000000000008,86.0,0.08999999999991815,STABLE
2025-05-09,36.0,86.99000000000002,86.0,0.9900000000000233,STABLE
2025-05-10,36.0,86.99000000000002,87.08000000000001,0.0899999999999892,MIXED
2025-05-11,36.0,85.91000000000008,84.91999999999999,0.9900000000000944,STABLE
2025-05-12,24.0,83.93000000000004,84.02,0.08999999999996078,MIXED
2025-05-13,5.0,86.99000000000002,87.08000000000001,0.0899999999999892,MIXED
