season,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range
MAM,3402,92,0.921084656084659,0.17976190476194384,76.16108171663727,85.65549676660787,98.79482657260435,38.03644914756026
JJA,3208,87,1.256998129675806,0.5075966334164931,66.98877805486283,75.43640897755611,94.0149625935162,19.35785536159601
DJF,2162,59,1.5793709528214561,-0.12754856614242055,60.86956521739131,66.41998149861239,84.78260869565217,30.11100832562442
