lead_hour_bucket,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range
0,237,237,1.067468354430379,0.18873417721522623,74.68354430379746,82.27848101265823,95.78059071729957,29.535864978902953
1,236,236,1.0998305084745756,0.21737288135596833,73.72881355932203,81.35593220338984,95.76271186440678,29.66101694915254
2,235,235,1.095702127659573,0.2171489361702488,73.61702127659574,80.42553191489363,95.74468085106383,29.78723404255319
3,238,238,1.138613445378152,0.2280252100840717,71.00840336134453,78.57142857142857,94.9579831932773,29.411764705882355
20,238,238,1.219915966386553,0.24352941176474527,68.4873949579832,78.57142857142857,93.27731092436974,29.411764705882355
12,237,237,1.1312658227848127,0.26316455696206253,70.88607594936708,78.48101265822784,93.67088607594937,29.535864978902953
15,238,238,1.1764285714285736,0.2991176470588615,71.00840336134453,78.15126050420169,94.11764705882352,29.411764705882355
13,238,238,1.1215966386554646,0.279075630252138,71.00840336134453,78.15126050420169,93.69747899159664,29.411764705882355
11,238,238,1.1389915966386575,0.24882352941180172,70.58823529411765,78.15126050420169,93.69747899159664,29.411764705882355
21,238,238,1.2206722689075606,0.22689075630255953,68.90756302521008,78.15126050420169,92.85714285714286,29.411764705882355
16,237,237,1.2140506329113927,0.2958227848101657,67.51054852320675,78.05907172995781,93.24894514767934,29.11392405063291
14,238,238,1.126890756302523,0.2692436974790296,71.42857142857143,77.73109243697479,94.11764705882352,29.411764705882355
10,238,238,1.1427731092436997,0.26168067226894454,70.58823529411765,77.73109243697479,94.11764705882352,29.411764705882355
18,237,237,1.2391139240506315,0.2434177215190269,67.9324894514768,77.63713080168776,92.82700421940928,29.11392405063291
19,237,237,1.2337974683544288,0.24569620253168503,67.9324894514768,77.63713080168776,92.82700421940928,29.11392405063291
9,238,238,1.1427731092437,0.27226890756306243,69.74789915966386,77.31092436974791,94.9579831932773,29.411764705882355
8,238,238,1.1492016806722716,0.2718907563025589,70.16806722689076,77.31092436974791,94.9579831932773,29.411764705882355
22,237,237,1.2501265822784775,0.2118987341772538,67.51054852320675,77.21518987341773,92.40506329113924,29.11392405063291
24,236,236,1.2630508474576234,0.19677966101698763,67.79661016949152,77.11864406779661,92.37288135593221,28.8135593220339
23,236,236,1.2634322033898275,0.2055508474576657,67.37288135593221,77.11864406779661,92.37288135593221,28.8135593220339
26,234,234,1.256923076923071,0.18153846153849934,67.94871794871796,76.92307692307693,93.16239316239316,28.63247863247863
4,238,238,1.1571428571428595,0.2662184873949962,69.74789915966386,76.89075630252101,94.9579831932773,29.411764705882355
7,238,238,1.1692436974789944,0.3017647058823905,68.90756302521008,76.89075630252101,94.9579831932773,29.411764705882355
5,238,238,1.1722689075630286,0.2745378151260889,69.32773109243698,76.89075630252101,94.9579831932773,29.411764705882355
6,238,238,1.1631932773109275,0.27605042016810555,69.32773109243698,76.89075630252101,94.9579831932773,29.411764705882355
17,237,237,1.259240506329111,0.23924050632915286,67.08860759493672,76.79324894514767,92.82700421940928,29.11392405063291
29,237,237,1.2520253164556892,0.15000000000003644,68.77637130801688,76.79324894514767,93.24894514767934,29.11392405063291
30,237,237,1.2482278481012583,0.1507594936709223,69.19831223628692,76.79324894514767,93.24894514767934,29.11392405063291
25,235,235,1.2749361702127624,0.22021276595748504,68.08510638297872,76.59574468085107,92.34042553191489,28.936170212765955
31,237,237,1.244430379746829,0.18189873417725194,68.35443037974683,76.37130801687763,92.82700421940928,29.11392405063291
27,237,237,1.258860759493665,0.1629113924051012,67.51054852320675,75.9493670886076,92.82700421940928,29.11392405063291
28,237,237,1.2474683544303722,0.15987341772155592,68.35443037974683,75.9493670886076,93.24894514767934,29.11392405063291
32,237,237,1.2960759493670813,0.18493670886079577,66.24472573839662,74.26160337552743,91.9831223628692,29.11392405063291
33,237,237,1.3059493670886002,0.17886075949370706,65.82278481012658,73.83966244725738,91.9831223628692,29.11392405063291
36,236,236,1.262288135593214,0.12508474576274803,66.10169491525424,73.72881355932203,92.79661016949152,29.23728813559322
34,237,237,1.3120253164556905,0.17278481012661834,65.82278481012658,73.41772151898735,92.40506329113924,29.11392405063291
35,237,237,1.3158227848101207,0.16822784810130212,65.82278481012658,73.41772151898735,92.40506329113924,29.11392405063291
