lead_hour_bucket,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range
0,365,365,1.152493150684938,0.34668493150688573,72.05479452054794,81.0958904109589,96.16438356164385,35.61643835616438
3,366,366,1.169262295081972,0.3400819672131514,70.76502732240438,80.87431693989072,95.90163934426229,35.51912568306011
1,364,364,1.1591208791208856,0.3659340659341026,71.15384615384616,80.76923076923077,96.15384615384616,35.714285714285715
26,364,364,1.1959615384615447,0.24601648351652133,70.87912087912088,80.76923076923077,95.05494505494505,35.714285714285715
2,365,365,1.1741917808219238,0.3471780821918174,70.41095890410959,80.54794520547945,95.8904109589041,35.61643835616438
19,365,365,1.1968767123287705,0.2411506849315463,70.13698630136986,80.54794520547945,95.8904109589041,35.61643835616438
20,365,365,1.2018082191780854,0.2411506849315463,70.13698630136986,80.54794520547945,95.34246575342465,35.61643835616438
21,364,364,1.2046153846153882,0.21758241758245667,69.23076923076923,80.4945054945055,95.6043956043956,35.714285714285715
17,366,366,1.1931147540983635,0.24196721311479327,69.94535519125684,80.32786885245902,95.62841530054644,35.51912568306011
18,365,365,1.1998356164383595,0.25200000000003947,69.58904109589041,80.0,95.61643835616438,35.61643835616438
23,364,364,1.2276098901098955,0.2296978021978409,68.95604395604396,79.94505494505495,95.05494505494505,35.714285714285715
24,364,364,1.2214285714285764,0.23934065934069773,68.95604395604396,79.94505494505495,95.05494505494505,35.714285714285715
25,363,363,1.2066942148760387,0.28735537190086413,68.87052341597796,79.88980716253444,95.31680440771349,35.81267217630854
22,363,363,1.2106611570247972,0.2085123966942536,69.6969696969697,79.88980716253444,95.31680440771349,35.81267217630854
4,365,365,1.1909589041095938,0.3812054794520915,69.31506849315069,79.72602739726027,95.8904109589041,35.61643835616438
5,365,365,1.1934246575342529,0.37726027397263884,70.68493150684931,79.72602739726027,95.61643835616438,35.61643835616438
6,365,365,1.2005753424657606,0.38687671232880366,70.68493150684931,79.72602739726027,95.61643835616438,35.61643835616438
11,365,365,1.1931780821917874,0.2990958904109973,70.41095890410959,79.72602739726027,95.8904109589041,35.61643835616438
10,365,365,1.1936712328767194,0.32473972602743517,69.58904109589041,79.45205479452055,95.8904109589041,35.61643835616438
13,365,365,1.2166027397260333,0.30082191780825707,69.58904109589041,79.45205479452055,95.34246575342465,35.61643835616438
14,365,365,1.2247397260274027,0.27000000000003815,70.13698630136986,79.17808219178082,95.06849315068493,35.61643835616438
12,365,365,1.1988493150684996,0.3072328767123672,70.41095890410959,79.17808219178082,95.61643835616438,35.61643835616438
16,365,365,1.237068493150688,0.30057534246579276,67.67123287671232,79.17808219178082,95.61643835616438,35.61643835616438
27,365,365,1.228191780821922,0.2285753424657904,69.58904109589041,78.63013698630137,94.79452054794521,35.61643835616438
9,365,365,1.2254794520548011,0.3402739726027765,69.04109589041096,78.35616438356165,95.61643835616438,35.61643835616438
8,365,365,1.2215342465753491,0.3363287671233241,68.76712328767123,78.35616438356165,95.61643835616438,35.61643835616438
7,365,365,1.206739726027406,0.39254794520551606,70.13698630136986,78.35616438356165,95.34246575342465,35.61643835616438
34,364,364,1.210549450549454,0.21313186813190588,71.42857142857143,78.02197802197803,94.5054945054945,35.714285714285715
28,364,364,1.2464010989011052,0.27519230769234404,69.78021978021978,77.74725274725274,94.23076923076923,35.43956043956044
36,364,364,1.2098076923076961,0.2143681318681699,71.15384615384616,77.74725274725274,94.78021978021978,35.714285714285715
29,364,364,1.2290934065934107,0.22623626373630093,70.32967032967034,77.74725274725274,94.23076923076923,35.43956043956044
35,364,364,1.2130219780219813,0.2096703296703676,71.42857142857143,77.74725274725274,94.78021978021978,35.714285714285715
32,364,364,1.242939560439565,0.23662087912091706,71.15384615384616,77.74725274725274,94.5054945054945,35.714285714285715
15,366,366,1.242295081967217,0.28327868852462795,69.12568306010928,77.59562841530054,95.08196721311475,35.51912568306011
31,364,364,1.2498626373626427,0.25837912087915804,70.6043956043956,77.47252747252747,94.23076923076923,35.714285714285715
33,364,364,1.24516483516484,0.2428021978022355,70.87912087912088,77.47252747252747,94.5054945054945,35.714285714285715
30,364,364,1.2456593406593455,0.24675824175827896,69.78021978021978,77.1978021978022,93.95604395604396,35.714285714285715
