quarter,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range
3,3395,92,1.1185979381443334,0.40596759941092536,75.96465390279823,84.5360824742268,94.99263622974962,25.066273932253313
4,3404,92,1.1244183313748584,0.3185957696827713,71.38660399529965,82.78495887191539,97.09165687426558,35.869565217391305
2,3341,91,1.2012481293026138,0.6463244537563978,68.12331637234361,77.88087398982341,97.12660879976055,42.023346303501945
1,3350,91,1.3992985074626887,-0.24149552238801839,64.68656716417911,71.55223880597015,91.82089552238806,39.76119402985074
