forecast_stability,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range,observed_wdir_cardinal,forecast_wdir_cardinal,range_bucket
STABLE,6619,180,1.0158347182353882,0.232281311376377,76.94515787883365,85.66248678048044,97.76401269073878,13.97492068288261,,,
MIXED,5650,153,1.2369982300885034,0.44362831858410945,68.92035398230088,77.76991150442478,96.14159292035399,56.28318584070796,,,
UNSTABLE,1221,33,2.1403194103194028,-0.18906633906629672,38.08353808353808,51.02375102375102,77.64127764127764,57.57575757575758,,,
,725,20,1.294882758620692,-0.10837241379306886,70.75862068965517,84.0,91.3103448275862,40.827586206896555,SW,,
,3436,93,1.0888009313154992,0.6212514551804789,73.63213038416764,83.70197904540163,97.49708963911526,31.16996507566938,SE,,
,4800,130,1.1254499999999992,0.18502500000003855,73.14583333333333,81.39583333333333,96.75,43.9375,E,,
,1184,32,1.23430743243243,-0.017635135135096965,66.0472972972973,77.78716216216216,94.00337837837837,28.125,NE,,
,888,24,1.253817567567567,-0.12841216216212117,73.08558558558559,77.47747747747748,92.11711711711712,45.83333333333333,S,,
,1095,30,1.4859452054794555,0.32556164383565706,62.648401826484026,68.94977168949772,94.79452054794521,33.789954337899545,W,,
,770,21,1.6237402597402752,0.44976623376627406,54.54545454545454,68.57142857142857,86.23376623376623,14.415584415584416,NW,,
,592,16,1.3376858108108167,0.5085304054054337,60.979729729729726,68.07432432432432,94.93243243243244,18.75,N,,
,2305,107,1.0450932754880882,0.5273492407809472,78.48156182212581,85.42299349240781,97.04989154013015,29.718004338394792,,SE,
,4830,175,1.0815652173913046,0.30361490683233333,73.06418219461698,81.69772256728778,96.27329192546584,42.89855072463768,,E,
,1616,74,1.1995730198019698,-0.28921410891084753,70.17326732673267,79.51732673267327,96.53465346534654,29.7029702970297,,NE,
,1941,100,1.3546367851622951,0.18755795981456697,64.39979392065945,78.10407006697578,93.61154044307058,32.81813498196806,,S,
,651,37,1.094101382488495,0.41336405529957604,71.42857142857143,76.80491551459293,96.92780337941628,32.565284178187405,,NW,
,1150,66,1.57820869565218,0.3158608695652595,64.17391304347827,72.0,89.65217391304347,36.0,,SW,
,403,26,1.5567990074441778,0.49153846153849307,52.853598014888334,70.71960297766749,93.30024813895783,28.78411910669975,,N,
,580,50,1.613017241379322,0.6785689655172834,54.137931034482754,61.724137931034484,92.24137931034483,33.10344827586207,,W,
,14,3,2.519999999999994,0.7457142857143465,0.0,0.0,100.0,0.0,,NA,
,8355,227,1.0579605026930046,0.3338671454219406,75.70317175344105,84.29682824655895,97.31897067624176,23.02812687013764,,,narrow_<=1.5F
,4173,113,1.2581452192667195,0.2934867002157093,66.66666666666666,76.70740474478792,96.40546369518333,56.69781931464174,,,medium_1.5-3F
,962,26,2.3250311850311807,-0.2090020790020372,35.86278586278586,46.04989604989605,72.45322245322245,53.84615384615385,,,wide_>3F
