forecast_stability,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range,observed_wdir_cardinal,forecast_wdir_cardinal,range_bucket
STABLE,6565,178,1.0828651942117204,-0.3036968773800097,75.78065498857578,84.18888042650418,96.05483625285606,11.805026656511805,,,
MIXED,5481,149,1.2010673234811118,-0.2965024630541484,67.48768472906403,76.24521072796935,95.09213647144682,51.50519978106185,,,
UNSTABLE,1406,38,1.4778307254623115,0.3692816500711676,56.9701280227596,67.63869132290185,90.89615931721194,76.31578947368422,,,
,3715,101,0.9408452220726761,-0.21008882907129608,78.78869448183042,88.02153432032301,98.30417227456259,45.41049798115747,SE,,
,4307,117,1.0123589505456205,-0.2862572556303324,76.78198281866729,81.35593220338984,96.0993731135361,25.49338286510332,E,,
,1147,31,1.3954315605928524,0.6388666085440622,64.86486486486487,78.29119442022667,91.71752397558849,35.483870967741936,S,,
,999,27,1.2338738738738482,-0.6886486486486041,64.86486486486487,77.77777777777779,93.69369369369369,44.44444444444444,NE,,
,814,22,1.33186732186732,-0.42346437346433113,63.14496314496314,77.14987714987716,95.7002457002457,27.27272727272727,NW,,
,955,26,1.4253926701570667,-0.45358115183242287,59.05759162303666,74.55497382198953,92.46073298429319,38.7434554973822,W,,
,776,21,1.4847680412370938,-0.46020618556697246,56.572164948453604,63.144329896907216,93.94329896907216,38.01546391752577,SW,,
,739,20,2.007645466847077,0.005236806495309259,44.9255751014885,51.15020297699594,84.70906630581867,20.027063599458728,N,,
,2834,129,0.9303281580804462,-0.20632674664781234,80.73394495412845,90.79040225829218,97.60056457304164,42.695836273817925,,SE,
,536,30,1.2042537313432922,0.4842537313433277,74.81343283582089,83.2089552238806,94.21641791044776,34.88805970149254,,NW,
,943,28,1.1638918345705132,-0.27763520678680187,71.26193001060446,81.33616118769883,96.71261930010604,67.2322375397667,,NA,
,347,29,1.0932276657060522,-0.03657060518727643,68.87608069164266,78.09798270893373,97.69452449567724,25.072046109510087,,N,
,4079,164,1.0784113753370892,-0.20956607011518713,72.32164746261338,77.76415788183378,95.24393233635695,23.314537876930622,,E,
,1441,96,1.3836016655100605,-0.1671963913948302,62.04024982650937,74.80916030534351,93.82373351839,32.96321998612075,,S,
,1586,84,1.3125472887767777,-0.8000126103404377,64.37578814627994,74.52711223203026,95.14501891551072,31.71500630517024,,NE,
,888,59,1.4284459459459424,0.0044594594594902105,59.12162162162162,70.4954954954955,94.48198198198197,40.87837837837838,,SW,
,798,48,1.5892105263157839,-0.17469924812026077,60.77694235588973,67.91979949874687,86.34085213032581,32.70676691729324,,W,
,8922,242,1.0846200403496902,-0.2616677874915579,74.90472988119255,82.76171262048868,96.12194575207353,23.077785249943958,,,narrow_<=1.5F
,3383,92,1.3001980490688678,-0.3860981377475211,62.75495122672184,73.54419154596512,94.11764705882352,47.67957434229974,,,medium_1.5-3F
,1147,31,1.4771926765475254,0.47173496076726573,58.326068003487364,68.43940714908456,90.32258064516128,87.09677419354838,,,wide_>3F
