quarter,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range
1,3297,90,1.1909645131938082,-0.2673794358507329,72.30815893236276,83.77312708522899,97.33090688504701,54.23111919927207
3,3394,92,1.1167000589275122,-0.10177371832643052,72.39245727754862,81.9387153800825,94.43134944018857,25.073659398939302
4,3394,92,1.1214731879787807,-0.18360636417202897,72.15674720094285,79.69946965232764,95.75721862109606,24.98526812021214
2,3367,91,1.2613365013364968,-0.371119691119647,64.8945648945649,71.54737154737155,93.02049302049302,35.16483516483517
