lead_hour_bucket,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range
10,362,362,1.2898342541436372,-0.42762430939222024,64.64088397790056,76.24309392265194,94.47513812154696,33.97790055248619
0,365,365,1.2020547945205418,-0.35728767123283106,64.10958904109589,75.89041095890411,96.7123287671233,34.24657534246575
11,363,363,1.2669421487603207,-0.43586776859499654,65.28925619834712,75.75757575757575,94.49035812672176,34.15977961432507
1,365,365,1.2348493150684874,-0.32449315068488616,63.013698630136986,75.34246575342466,96.7123287671233,34.24657534246575
12,362,362,1.2813812154696036,-0.43756906077343616,64.64088397790056,75.13812154696133,94.1988950276243,33.97790055248619
4,365,365,1.260986301369857,-0.3560547945205026,62.465753424657535,74.79452054794521,96.7123287671233,34.24657534246575
3,365,365,1.2533424657534185,-0.37454794520543433,62.19178082191781,74.79452054794521,96.7123287671233,34.24657534246575
2,365,365,1.2471780821917744,-0.37134246575337926,62.465753424657535,74.79452054794521,96.7123287671233,34.24657534246575
13,364,364,1.2857142857142774,-0.390659340659296,65.38461538461539,74.72527472527473,94.23076923076923,34.065934065934066
6,365,365,1.2770136986301315,-0.3484109589040638,61.917808219178085,74.52054794520548,96.43835616438356,34.24657534246575
5,365,365,1.2723287671232815,-0.34964383561639273,61.917808219178085,74.52054794520548,96.7123287671233,34.24657534246575
8,364,364,1.288434065934057,-0.4294780219779768,63.73626373626373,74.17582417582418,95.05494505494505,34.065934065934066
7,364,364,1.2669230769230715,-0.342197802197757,62.362637362637365,74.17582417582418,95.87912087912088,34.065934065934066
32,363,363,1.3038842975206526,-0.47330578512392185,62.53443526170799,74.10468319559229,92.28650137741047,34.43526170798898
9,361,361,1.2966481994459749,-0.4260664819944143,62.880886426592795,73.9612188365651,95.01385041551247,33.795013850415515
36,361,361,1.289916897506918,-0.45972299168970593,63.43490304709142,73.9612188365651,92.5207756232687,34.62603878116344
35,362,362,1.298784530386732,-0.4748618784529936,63.53591160220995,73.75690607734806,91.9889502762431,34.530386740331494
33,360,360,1.3042499999999917,-0.472749999999955,62.77777777777778,73.61111111111111,92.5,34.44444444444444
31,363,363,1.294958677685944,-0.4410743801652444,63.08539944903582,73.55371900826447,92.01101928374655,34.43526170798898
14,363,363,1.3160330578512303,-0.4185123966941701,63.08539944903582,73.27823691460054,94.21487603305785,33.88429752066116
34,361,361,1.3155955678670281,-0.4639612188365206,62.880886426592795,73.13019390581718,92.24376731301939,34.62603878116344
28,364,364,1.286950549450541,-0.47991758241753824,62.91208791208791,73.07692307692307,92.85714285714286,34.34065934065934
30,364,364,1.290164835164828,-0.4752197802197357,62.91208791208791,73.07692307692307,92.3076923076923,34.34065934065934
22,364,364,1.3171153846153765,-0.4047527472527049,60.98901098901099,72.8021978021978,94.23076923076923,34.34065934065934
25,364,364,1.305741758241751,-0.3780494505494078,61.81318681318682,72.52747252747253,93.68131868131869,34.34065934065934
29,364,364,1.3022802197802117,-0.4823901098900657,62.637362637362635,72.52747252747253,92.58241758241759,34.34065934065934
27,364,364,1.3255219780219678,-0.5090934065933636,60.98901098901099,72.25274725274726,92.58241758241759,34.34065934065934
15,363,363,1.3400826446280913,-0.38454545454540984,60.60606060606061,72.1763085399449,93.93939393939394,33.88429752066116
17,365,365,1.3477808219178007,-0.4310136986300937,58.63013698630137,71.78082191780823,93.42465753424658,34.24657534246575
21,365,365,1.2994520547945114,-0.4615890410958473,60.54794520547945,71.78082191780823,94.52054794520548,34.24657534246575
20,365,365,1.313260273972593,-0.48032876712324485,59.726027397260275,71.5068493150685,94.52054794520548,34.24657534246575
23,364,364,1.318351648351641,-0.40203296703292424,61.26373626373627,71.42857142857143,93.95604395604396,34.34065934065934
26,364,364,1.3326923076922979,-0.49005494505490244,60.71428571428571,71.42857142857143,92.58241758241759,34.34065934065934
24,364,364,1.3277472527472451,-0.41439560439556167,60.98901098901099,71.42857142857143,93.95604395604396,34.34065934065934
16,363,363,1.3155371900826365,-0.42545454545450173,60.33057851239669,71.34986225895317,93.93939393939394,33.88429752066116
19,365,365,1.326821917808209,-0.49980821917803947,59.45205479452055,70.95890410958904,93.97260273972603,34.24657534246575
18,365,365,1.3199178082191687,-0.47712328767119,59.178082191780824,70.95890410958904,93.97260273972603,34.24657534246575
