forecast_stability,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range,observed_wdir_cardinal,forecast_wdir_cardinal,range_bucket
STABLE,7207,195,1.1557513528513814,-0.3793561814901794,65.26987650894964,78.3960038851117,98.4598307201332,10.267795199111974,,,
MIXED,5027,137,1.4050885219812832,-0.8313228565744625,56.654068032623826,69.12671573503083,92.00318281281082,41.63517008155958,,,
UNSTABLE,1221,33,2.3181081081080914,0.17977886977891538,38.65683865683865,51.433251433251435,79.11547911547912,60.60606060606061,,,
,3527,96,1.1437680748511316,-0.5104763254890518,66.48709951800397,79.98298837538985,97.44825630847745,30.4224553444854,SE,,
,962,26,1.1031081081080936,-0.27963617463613005,59.66735966735966,78.48232848232848,97.5051975051975,34.61538461538461,S,,
,1548,42,1.3443604651162604,-0.594244186046466,53.036175710594314,75.45219638242894,95.54263565891473,14.34108527131783,NE,,
,4534,123,1.1602933392148045,-0.5979025143360894,66.96074106749008,74.92280546978385,97.4636082928981,30.65725628584032,E,,
,518,14,1.6948841698841401,-1.6069691119690668,46.33204633204633,62.93436293436293,86.48648648648648,35.714285714285715,SW,,
,739,20,1.786968876860622,-0.19327469553446722,51.0148849797023,61.02841677943166,83.22056833558862,30.040595399188092,N,,
,924,25,2.189999999999996,0.723701298701336,40.8008658008658,54.004329004329,84.3073593073593,8.008658008658008,NW,,
,703,19,2.2249075391180577,-0.9769416785205914,36.13086770981508,47.795163584637265,81.3655761024182,10.526315789473683,W,,
,2283,114,1.1292378449408527,-0.4704204993429385,71.17827420061322,80.9023215067893,97.0652650021901,35.611038107752954,,SE,
,1480,95,1.1864189189189094,-0.39210810810806357,59.25675675675676,77.77027027027027,98.04054054054055,33.91891891891892,,S,
,656,46,1.419009146341458,-0.5502896341463044,60.213414634146346,77.28658536585365,89.9390243902439,32.6219512195122,,SW,
,4342,163,1.1393850760018265,-0.41934362045137136,68.21741133118378,76.83095347766007,97.32842008291111,27.637033625057576,,E,
,1002,29,1.3804491017963845,-0.5961377245508535,55.28942115768463,74.05189620758483,93.91217564870259,36.92614770459082,,NA,
,2062,90,1.4785838991270366,-1.083491755577064,47.963142580019394,65.56741028128032,93.50145489815714,13.433559650824442,,NE,
,400,35,1.7279999999999989,-0.044099999999961774,43.25,63.0,90.5,23.25,,W,
,722,44,2.312326869806087,-0.2515512465373592,33.10249307479224,46.26038781163435,81.99445983379502,4.016620498614958,,NW,
,508,28,2.398641732283459,0.3410433070866555,41.338582677165356,45.66929133858268,75.0,14.763779527559054,,N,
,9391,255,1.1727505058034136,-0.5002853796187461,65.10488765839634,77.62751570652753,98.09391971036099,18.741348099243957,,,narrow_<=1.5F
,3028,82,1.6030878467635263,-0.6497060766181945,49.86789960369881,63.210039630118885,87.54953764861294,37.87978863936592,,,medium_1.5-3F
,1036,28,2.273976833976816,-0.02710424710420174,38.61003861003861,52.99227799227799,79.53667953667953,64.28571428571429,,,wide_>3F
