lead_hour_bucket,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range
21,256,256,1.4702343749999887,-0.45070312499996207,57.8125,73.4375,90.625,37.5
20,256,256,1.4572265624999892,-0.42996093749996217,57.8125,73.046875,91.40625,37.890625
19,256,256,1.4632031249999902,-0.43664062499996326,57.421875,72.265625,91.796875,37.890625
18,256,256,1.47867187499999,-0.43664062499996287,56.640625,72.265625,91.015625,37.890625
17,256,256,1.4730468749999903,-0.438046874999963,56.640625,72.265625,91.015625,37.890625
16,256,256,1.47867187499999,-0.451406249999963,56.25,71.875,91.015625,37.890625
4,257,257,1.3727626459143907,-0.3501945525291443,58.36575875486382,71.59533073929961,94.16342412451361,38.13229571984436
3,257,257,1.3944747081711992,-0.3144747081711682,57.97665369649806,71.59533073929961,92.99610894941634,38.13229571984436
6,256,256,1.4037890624999938,-0.37371093749996315,57.421875,71.484375,93.359375,37.890625
2,257,257,1.3920233463034943,-0.35964980544743214,58.36575875486382,71.20622568093385,92.60700389105058,38.13229571984436
23,256,256,1.5096093749999868,-0.4767187499999618,54.6875,71.09375,91.015625,37.5
12,256,256,1.4473828124999906,-0.4201171874999648,57.8125,71.09375,92.96875,37.890625
7,256,256,1.4192578124999904,-0.436992187499965,56.25,71.09375,93.359375,37.890625
24,256,256,1.4983593749999866,-0.4802343749999618,55.859375,71.09375,91.015625,37.5
5,256,256,1.3809374999999933,-0.36210937499996093,57.8125,71.09375,93.75,37.890625
22,256,256,1.516640624999987,-0.4914843749999619,55.078125,71.09375,90.625,37.5
8,255,255,1.4375294117646955,-0.4330588235293769,55.68627450980392,70.98039215686275,93.33333333333333,38.03921568627451
1,257,257,1.4280933852139992,-0.38731517509723773,56.42023346303502,70.8171206225681,92.21789883268482,38.13229571984436
0,257,257,1.4098832684824816,-0.3824124513618289,57.19844357976653,70.8171206225681,92.60700389105058,38.13229571984436
9,255,255,1.4449411764705777,-0.43552941176467125,57.25490196078431,70.58823529411765,93.33333333333333,38.03921568627451
11,255,255,1.450941176470578,-0.44364705882349437,58.03921568627452,70.58823529411765,92.94117647058823,38.03921568627451
14,256,256,1.4983593749999884,-0.5069531249999639,54.296875,70.3125,91.40625,37.890625
15,256,256,1.4821874999999902,-0.45914062499996466,55.078125,70.3125,91.796875,37.890625
10,255,255,1.4389411764705777,-0.4634117647058481,58.03921568627452,70.19607843137254,93.33333333333333,38.03921568627451
26,256,256,1.5574218749999875,-0.5118749999999601,53.515625,69.140625,90.234375,37.5
27,256,256,1.5574218749999882,-0.5245312499999619,53.90625,69.140625,90.234375,37.5
25,256,256,1.544414062499987,-0.48902343749996013,53.125,68.75,90.625,37.5
32,254,254,1.56472440944881,-0.5251181102361839,53.14960629921261,68.50393700787401,90.15748031496062,37.79527559055118
13,255,255,1.522941176470578,-0.46270588235290555,54.11764705882353,68.23529411764706,92.15686274509804,37.64705882352941
36,255,255,1.5518823529411694,-0.4570588235293747,53.333333333333336,68.23529411764706,90.19607843137256,37.64705882352941
30,255,255,1.5772941176470485,-0.5403529411764342,52.156862745098046,68.23529411764706,90.19607843137256,37.64705882352941
34,254,254,1.5555118110236141,-0.490393700787365,53.54330708661418,68.11023622047244,90.15748031496062,37.79527559055118
33,254,254,1.5640157480314871,-0.5074015748031129,53.14960629921261,68.11023622047244,89.76377952755905,37.79527559055118
35,254,254,1.5519685039370004,-0.47055118110232513,53.54330708661418,68.11023622047244,90.15748031496062,37.79527559055118
31,255,255,1.5645882352941078,-0.5297647058823165,52.54901960784314,67.84313725490196,90.19607843137256,37.64705882352941
28,256,256,1.5662109374999897,-0.5291015624999628,51.953125,67.578125,91.015625,37.5
29,255,255,1.5758823529411663,-0.5431764705881984,52.54901960784314,67.45098039215686,90.98039215686275,37.64705882352941
