season,n_forecasts,n_target_days,mae_f,bias_f,pct_within_1f,pct_within_2f,pct_within_3f,pct_verified_in_range
SON,3358,91,1.1996962477665196,-0.07654556283498298,63.609291244788565,75.96783799880882,94.75878499106611,37.432995830851695
DJF,1147,31,1.6531909328683356,-1.112720139494296,61.63905841325196,75.06538796861378,93.3740191804708,32.25806451612903
JJA,3404,92,1.563631022326666,-0.6440658049353342,49.44183313748531,67.94947121034077,91.15746180963572,38.04347826086957
MAM,1551,44,1.8142746615086927,-0.3668471953577957,46.93745970341715,59.4455190199871,84.52611218568666,42.23081882656351
